id_escala;id_medico;id_tempo;status_presenca;horas_atraso
145135;3;20260410;Falta Justificada;2
102006;1;20260411;Presente;2
168388;2;20260411;Presente;0
182995;3;20260411;Falta Justificada;1
115223;1;20260412;Falta Justificada;0
128130;2;20260412;Falta Justificada;0
172197;3;20260412;Presente;2
94827;1;20260413;Presente;1
144343;2;20260413;Presente;0
96089;3;20260413;Presente;2
92142;1;20260414;Presente;1
104649;2;20260414;Falta Justificada;1
132716;3;20260414;Presente;2
168216;1;20260415;Falta Justificada;1
166960;2;20260415;Presente;2
90909;3;20260415;Presente;2
185577;1;20260416;Presente;0
145551;2;20260416;Falta Justificada;2
175501;3;20260416;Presente;0
175614;1;20260417;Presente;0
98347;2;20260417;Presente;1
145032;3;20260417;Presente;2
179533;1;20260418;Presente;1
127776;2;20260418;Falta Justificada;0
95051;3;20260418;Presente;2
135724;1;20260419;Presente;1
116574;2;20260419;Presente;0
174287;3;20260419;Falta Justificada;2
176761;1;20260420;Presente;1
143509;2;20260420;Presente;1
109136;3;20260420;Falta Justificada;1
119943;1;20260421;Falta Justificada;1
164289;2;20260421;Falta Justificada;2
134630;3;20260421;Presente;0
132596;1;20260422;Falta Justificada;1
177191;2;20260422;Presente;0
110806;3;20260422;Presente;2
187212;1;20260423;Presente;0
172858;2;20260423;Falta Justificada;2
122156;3;20260423;Falta Justificada;0
127106;1;20260424;Presente;0
158279;2;20260424;Falta Justificada;0
136802;3;20260424;Falta Justificada;1
168719;1;20260425;Presente;1
178198;2;20260425;Falta Justificada;1
99132;3;20260425;Presente;1
148619;1;20260426;Presente;2
142648;2;20260426;Presente;0
134407;3;20260426;Presente;2
104722;1;20260427;Falta Justificada;2
147142;2;20260427;Presente;0
124462;3;20260427;Presente;2
120397;1;20260428;Presente;1
120672;2;20260428;Presente;0
121993;3;20260428;Presente;1
115114;1;20260429;Presente;0
184138;2;20260429;Presente;1
107273;3;20260429;Presente;2
112264;1;20260430;Presente;2
164578;2;20260430;Presente;2
104096;3;20260430;Falta Justificada;0
